,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized,tokens_stemmed
134,jangan sampe momen momen yang membahagiakan sama temen temen gue terlupakan begitu aja harus gue abadiin kegiatan kegiatan seru yang gue lakuin bareng temen temen gue,happy banget bisa gabung di program jumat berkah dan berbagi kebaikan di unit mahasiswa di kampus gue.,"reminder buat para cewe-cewe, harus rajin dan jangan pernah lupa untuk konsisten periksa kesehatan diri kita pribadi, banyak yang kita sebagai cewek harus lebih hati hati. selalu rencanakan medical check up dan lakukan dengan teliti ya.","mungkin gue nggak ramah sama orang yang baru kenal, ya takut aja gue kalo nanti malah jadi deket. padahal belom kenal kenal banget kan..",saya punya cukup banyak hobi di bidang kesenian.,"['jangan', 'sampe', 'momen', 'momen', 'yang', 'membahagiakan', 'sama', 'temen', 'temen', 'gue', 'terlupakan', 'begitu', 'aja', 'harus', 'gue', 'abadiin', 'kegiatan', 'kegiatan', 'seru', 'yang', 'gue', 'lakuin', 'bareng', 'temen', 'temen', 'gue']","['sampe', 'momen', 'momen', 'membahagiakan', 'temen', 'temen', 'gue', 'terlupakan', 'gue', 'abadiin', 'kegiatan', 'kegiatan', 'seru', 'gue', 'lakuin', 'bareng', 'temen', 'temen', 'gue']","['jangan', 'sampe', 'momen', 'momen', 'yang', 'membahagiakan', 'sama', 'temen', 'temen', 'saya', 'terlupakan', 'begitu', 'saja', 'harus', 'saya', 'abadiin', 'kegiatan', 'kegiatan', 'seru', 'yang', 'saya', 'lakuin', 'bareng', 'temen', 'temen', 'saya']","['jangan', 'sampe', 'momen', 'momen', 'yang', 'bahagia', 'sama', 'temen', 'temen', 'saya', 'lupa', 'begitu', 'saja', 'harus', 'saya', 'abadiin', 'giat', 'giat', 'seru', 'yang', 'saya', 'lakuin', 'bareng', 'temen', 'temen', 'saya']"
135,eh kalian tau gak banyak trend baru loh di instagram ayookk kita bikin bareng gue juga mau ajakin semua temen temen gue seru bangeeetttt,"tadi liat berita ada orang nyelametin kucing yang mau ketabrak pas lagi nyebrang di jalan, panjang umur orang orang baik dan kebaikan yang masih peduli sama hewan.. semoga kebaikannya dibalas berkali lipat oleh tuhan, aamiin","gue orangnya penuh dengan antisipasi, penuh perencanaan kalau kalau ada perubahan rencana pun gue udah siap dengan berbagai alternatif.","kenapa sih kita tuh musti ikutan banyak les dan ekskul? kan capek ya, udah sekolah dari pagi, eh sorenya pulang sekolah masih harus ikutan ekskul, habis itu malemnya juga ada les.",saya termasuk tipe orang yang menjunjung tinggi estetika dan seni.,"['eh', 'kalian', 'tau', 'gak', 'banyak', 'trend', 'baru', 'loh', 'di', 'instagram', 'ayookk', 'kita', 'bikin', 'bareng', 'gue', 'juga', 'mau', 'ajakin', 'semua', 'temen', 'temen', 'gue', 'seru', 'bangeeetttt']","['eh', 'trend', 'instagram', 'ayookk', 'bareng', 'gue', 'ajakin', 'temen', 'temen', 'gue', 'seru', 'bangeeetttt']","['eh', 'kalian', 'tahu', 'tidak', 'banyak', 'trend', 'baru', 'loh', 'di', 'instagram', 'ayookk', 'kita', 'bikin', 'bareng', 'saya', 'juga', 'mau', 'ajakin', 'semua', 'temen', 'temen', 'saya', 'seru', 'bangeeetttt']","['eh', 'kalian', 'tahu', 'tidak', 'banyak', 'trend', 'baru', 'loh', 'di', 'instagram', 'ayookk', 'kita', 'bikin', 'bareng', 'saya', 'juga', 'mau', 'ajakin', 'semua', 'temen', 'temen', 'saya', 'seru', 'bangeeetttt']"
136,banyak yang ajakin gue taun baruan ke ancol gak sabar banget pasti seru banget taun baruan rame rame disana,"ingat untuk selalu bersyukur, ingat semua hal hal baik dan orang orang yang baik ke kita, maka nikmat tuhanmu yang manakah yang kamu dustakan?","gue setuju kalo sebelum bertindak itu baiknya kita pikirkan dulu baik baik, jangan sampe kita gegabah ngelakuin sesuatu terus nantinya menyesal.","mungkin suatu saat, kalo gue udah sembuh dan mental gue yang gak stabil udah bisa gue atasin, hidup gue akan berubah, yang jelas sekarang gue belum bisa sembuh.",biasanya saya memiliki imajinasi yang aktif.,"['banyak', 'yang', 'ajakin', 'gue', 'taun', 'baruan', 'ke', 'ancol', 'gak', 'sabar', 'banget', 'pasti', 'seru', 'banget', 'taun', 'baruan', 'rame', 'rame', 'disana']","['ajakin', 'gue', 'taun', 'baruan', 'ancol', 'sabar', 'banget', 'seru', 'banget', 'taun', 'baruan', 'rame', 'rame', 'disana']","['banyak', 'yang', 'ajakin', 'saya', 'taun', 'baruan', 'ke', 'ancol', 'tidak', 'sabar', 'banget', 'pasti', 'seru', 'banget', 'taun', 'baruan', 'rame', 'rame', 'disana']","['banyak', 'yang', 'ajakin', 'saya', 'taun', 'baru', 'ke', 'ancol', 'tidak', 'sabar', 'banget', 'pasti', 'seru', 'banget', 'taun', 'baru', 'rame', 'rame', 'sana']"
137,tadi seru banget sih ikut acara arisan perdana sama ibu ibu komplek banyak kenal sama tetangga tetangga baru disini,"gue berdoa buat semua temen temen gue, supaya hari ini lancar lancar semua acaranya.","baru mau mulai bisnis fnb baru, kecil kecilan aja tapi semoga dengan disiplin dan hardworks, usaha gue ini bisa sukses.","setiap saat gue merasa vulnerable, betapa gue tidak punya siapa siapa di dunia ini yang bisa gue andalkan, bahkan kedua orang tua gue yang udah cerai itu seolah gak peduli lagi dengan keberadaan gue. ",saya sangat menghargai adanya kesempatan untuk saya berada di tengah-tengah kelompok orang yang beragam.,"['tadi', 'seru', 'banget', 'sih', 'ikut', 'acara', 'arisan', 'perdana', 'sama', 'ibu', 'ibu', 'komplek', 'banyak', 'kenal', 'sama', 'tetangga', 'tetangga', 'baru', 'disini']","['seru', 'banget', 'acara', 'arisan', 'perdana', 'komplek', 'kenal', 'tetangga', 'tetangga']","['tadi', 'seru', 'banget', 'sih', 'ikut', 'acara', 'arisan', 'perdana', 'sama', 'ibu', 'ibu', 'komplek', 'banyak', 'kenal', 'sama', 'tetangga', 'tetangga', 'baru', 'disini']","['tadi', 'seru', 'banget', 'sih', 'ikut', 'acara', 'arisan', 'perdana', 'sama', 'ibu', 'ibu', 'komplek', 'banyak', 'kenal', 'sama', 'tetangga', 'tetangga', 'baru', 'sini']"
138,acara ngedadak gini tetep seru sih justru jadi lebih seru karena banyak yang ikutan,"daripada berkonflik, mendingan kita saling memaafkan, saling mengalah, saling bantu, jadi semua bisa hidup damai dan tentram.","semua hal yang gue lakuin, selalu gue jalani dengan komitmen dan kerja keras.","kalo ada masalah walopun dikit aja gue bawaannya langsung overthinking, kepikiran seharian sampe besok besoknya, walopun udah selesei juga kadang masih keingetan.",saya sangat menikmati diskusi diskusi filosofis.,"['acara', 'ngedadak', 'gini', 'tetep', 'seru', 'sih', 'justru', 'jadi', 'lebih', 'seru', 'karena', 'banyak', 'yang', 'ikutan']","['acara', 'ngedadak', 'gini', 'tetep', 'seru', 'seru', 'ikutan']","['acara', 'ngedadak', 'gini', 'tetep', 'seru', 'sih', 'justru', 'jadi', 'lebih', 'seru', 'karena', 'banyak', 'yang', 'ikutan']","['acara', 'ngedadak', 'gin', 'tetep', 'seru', 'sih', 'justru', 'jadi', 'lebih', 'seru', 'karena', 'banyak', 'yang', 'ikut']"
139,belanja oleh oleh gini seru banget deh tempatnya rame banyak orang banyak barang yang lucu lucu makanan yang enak enak banget juga happy banget pokoknya,aku percaya cara terbaik menyebarkan agama adalah dengan menjadi manusia yang benar benar baik ke sesama dan itu sangat membanggakan.,"heran deh ada orang yang dengan gampang ngelanggar peraturan, aturan aturan itu penting banget loh buat kita ikutin.","gue gampang depresi, ada masalah dikit langsung down, pengennya ngurung diri seharian di kamar.",saya lumayan suka melamun dan mudah memikirkan hal-hal yang bersifat khayalan.,"['belanja', 'oleh', 'oleh', 'gini', 'seru', 'banget', 'deh', 'tempatnya', 'rame', 'banyak', 'orang', 'banyak', 'barang', 'yang', 'lucu', 'lucu', 'makanan', 'yang', 'enak', 'enak', 'banget', 'juga', 'happy', 'banget', 'pokoknya']","['belanja', 'gini', 'seru', 'banget', 'deh', 'tempatnya', 'rame', 'orang', 'barang', 'lucu', 'lucu', 'makanan', 'enak', 'enak', 'banget', 'happy', 'banget', 'pokoknya']","['belanja', 'oleh', 'oleh', 'gini', 'seru', 'banget', 'deh', 'tempatnya', 'rame', 'banyak', 'orang', 'banyak', 'barang', 'yang', 'lucu', 'lucu', 'makanan', 'yang', 'enak', 'enak', 'banget', 'juga', 'happy', 'banget', 'pokoknya']","['belanja', 'oleh', 'oleh', 'gin', 'seru', 'banget', 'deh', 'tempat', 'rame', 'banyak', 'orang', 'banyak', 'barang', 'yang', 'lucu', 'lucu', 'makan', 'yang', 'enak', 'enak', 'banget', 'juga', 'happy', 'banget', 'pokok']"
140,liburan bareng keluarga dan sepupu sepupu ke singapur seneng banget ramean gini karena udah lama banget ga liburan bareng,"sudahlah, kita tidak perlu terlalu mengurusi hidup orang lain, yang penting kita selalu berusaha berbuat baik aja ke sesama manusia.",lebih suka ngelakuin tugas step by step dan dicicil daripada harus dikebut semalam.,"susah banget ngelawan rasa pesimis, gue ngerasanya gue ngga punya kelebihan apa2 dibanding temen2 yang lain.","gue suka banget pergi ke acara acara kebudayaan, museum seni, dan kegiatan pembacaan puisi.","['liburan', 'bareng', 'keluarga', 'dan', 'sepupu', 'sepupu', 'ke', 'singapur', 'seneng', 'banget', 'ramean', 'gini', 'karena', 'udah', 'lama', 'banget', 'ga', 'liburan', 'bareng']","['liburan', 'bareng', 'keluarga', 'sepupu', 'sepupu', 'singapur', 'seneng', 'banget', 'ramean', 'gini', 'udah', 'banget', 'liburan', 'bareng']","['liburan', 'bareng', 'keluarga', 'dan', 'sepupu', 'sepupu', 'ke', 'singapur', 'seneng', 'banget', 'ramean', 'gini', 'karena', 'sudah', 'lama', 'banget', 'tidak', 'liburan', 'bareng']","['libur', 'bareng', 'keluarga', 'dan', 'sepupu', 'sepupu', 'ke', 'singapur', 'neng', 'banget', 'ramean', 'gin', 'karena', 'sudah', 'lama', 'banget', 'tidak', 'libur', 'bareng']"
141,ada tempat sushi baru deket rumah gue besok ajakin temen temen gue ramean makan disana ah,"pelajaran penting, sebisa mungkin berbuat baik ke orang, kita gak tau mereka sedang kesulitan apa, dan kebaikan itu juga nantinya akan kembali kepada kita.","selalu ingin ngerjain tugas tugas kuliah dengan perfek, gak bisa tenang kalo belum gue kerjain bener bener dan serius sampai selesai dengan baik.","hari ini banyak banget kerjaan nya, mana yang lain ngga pada bantuin. kalo ngeluh ntar dibilang manja lah, egoislah.",saya lebih suka berdiskusi tentang hal hal teoretis daripada berbasa-basi.,"['ada', 'tempat', 'sushi', 'baru', 'deket', 'rumah', 'gue', 'besok', 'ajakin', 'temen', 'temen', 'gue', 'ramean', 'makan', 'disana', 'ah']","['sushi', 'deket', 'rumah', 'gue', 'besok', 'ajakin', 'temen', 'temen', 'gue', 'ramean', 'makan', 'disana', 'ah']","['ada', 'tempat', 'sushi', 'baru', 'deket', 'rumah', 'saya', 'besok', 'ajakin', 'temen', 'temen', 'saya', 'ramean', 'makan', 'disana', 'ah']","['ada', 'tempat', 'sushi', 'baru', 'deket', 'rumah', 'saya', 'besok', 'ajakin', 'temen', 'temen', 'saya', 'ramean', 'makan', 'sana', 'ah']"
142,weekend ini gue ada rencana glamping sama tementemen kampus gue pasti seru banget tempat glampingnya baru buka pasti banya orang yang dateng deh,"jaga lisan kita yuk, jangan sampe ada perkataan kita nyakitin hati orang, lebih baik berkata kata yang baik ke siapapun itu.","prinsip gue kalo ada tugas kuliah, harus diselesaikan dulu baru gue bisa bebas main abis itu.","bisa ngga ya, sehari aja gue ngga pesimis sama diri sendiri.","hobby gue tiap hari mainin puzzle, atau mainan mainan kreativitas lain, gue suka banget pokoknya.","['weekend', 'ini', 'gue', 'ada', 'rencana', 'glamping', 'sama', 'tementemen', 'kampus', 'gue', 'pasti', 'seru', 'banget', 'tempat', 'glampingnya', 'baru', 'buka', 'pasti', 'banya', 'orang', 'yang', 'dateng', 'deh']","['weekend', 'gue', 'rencana', 'glamping', 'tementemen', 'kampus', 'gue', 'seru', 'banget', 'glampingnya', 'buka', 'banya', 'orang', 'dateng', 'deh']","['weekend', 'ini', 'saya', 'ada', 'rencana', 'glamping', 'sama', 'tementemen', 'kampus', 'saya', 'pasti', 'seru', 'banget', 'tempat', 'glampingnya', 'baru', 'buka', 'pasti', 'banya', 'orang', 'yang', 'dateng', 'deh']","['weekend', 'ini', 'saya', 'ada', 'rencana', 'glamping', 'sama', 'tementemen', 'kampus', 'saya', 'pasti', 'seru', 'banget', 'tempat', 'glampingnya', 'baru', 'buka', 'pasti', 'banya', 'orang', 'yang', 'dateng', 'deh']"
143,berburu sunset di pantai pantai di indonesia tuh menyenangkan banget apalagi kalo ngelakuinnya bareng bareng temen atau keluarga besar,"gue selalu bilang ke temen temen gue, kabarin aja kalau lagi dalam kesulitan, insya allah pasti akan gue bantu semampu gue.","gak mungkin gue punya utang terus sengaja gak gue bayar, insyaallah gue bakal jaga komitmen buat ngelunasin utang itu.","hari ini gue overthinking banget tentang suatu kejadian. padahal kejadiannya tuh minggu yang lalu, udah lewat juga.","gue suka hal hal yang detail dan rumit, makin rumit detailnya makin excited gue kerjain nya.","['berburu', 'sunset', 'di', 'pantai', 'pantai', 'di', 'indonesia', 'tuh', 'menyenangkan', 'banget', 'apalagi', 'kalo', 'ngelakuinnya', 'bareng', 'bareng', 'temen', 'atau', 'keluarga', 'besar']","['berburu', 'sunset', 'pantai', 'pantai', 'indonesia', 'menyenangkan', 'banget', 'ngelakuinnya', 'bareng', 'bareng', 'temen', 'keluarga']","['berburu', 'sunset', 'di', 'pantai', 'pantai', 'di', 'indonesia', 'tuh', 'menyenangkan', 'banget', 'apalagi', 'kalau', 'ngelakuinnya', 'bareng', 'bareng', 'temen', 'atau', 'keluarga', 'besar']","['buru', 'sunset', 'di', 'pantai', 'pantai', 'di', 'indonesia', 'tuh', 'senang', 'banget', 'apalagi', 'kalau', 'ngelakuinnya', 'bareng', 'bareng', 'temen', 'atau', 'keluarga', 'besar']"
144,momen ulang tahun gue suka momen lebaran gue suka momen arisan gue juga suka apalagi momen reunian makin banyak orang yang ikut ngumpul jadi makin seru kan,"sebisa mungkin walopun beda pendapat, jangan sampai bikin bertengkar, tetap jaga kedamaian ya.","kesetiaan dan loyalitas, buat gue itu juga penting dalam menjalin hubungan, butuh komitmen yang kuat juga, jangan sampe kalo udah menikah mudah tergoda kanan-kiri.","gue ngga suka keramaian, gue ngga percaya diri ketemu banyak orang, makanya gue lebih sering di rumah.","saya sangat menyukai tipe orang yang cerdas, orang orang yang tahu banyak tentang segala hal.","['momen', 'ulang', 'tahun', 'gue', 'suka', 'momen', 'lebaran', 'gue', 'suka', 'momen', 'arisan', 'gue', 'juga', 'suka', 'apalagi', 'momen', 'reunian', 'makin', 'banyak', 'orang', 'yang', 'ikut', 'ngumpul', 'jadi', 'makin', 'seru', 'kan']","['momen', 'ulang', 'gue', 'suka', 'momen', 'lebaran', 'gue', 'suka', 'momen', 'arisan', 'gue', 'suka', 'momen', 'reunian', 'orang', 'ngumpul', 'seru']","['momen', 'ulang', 'tahun', 'saya', 'suka', 'momen', 'lebaran', 'saya', 'suka', 'momen', 'arisan', 'saya', 'juga', 'suka', 'apalagi', 'momen', 'reunian', 'makin', 'banyak', 'orang', 'yang', 'ikut', 'ngumpul', 'jadi', 'makin', 'seru', 'kan']","['momen', 'ulang', 'tahun', 'saya', 'suka', 'momen', 'lebaran', 'saya', 'suka', 'momen', 'arisan', 'saya', 'juga', 'suka', 'apalagi', 'momen', 'reuni', 'makin', 'banyak', 'orang', 'yang', 'ikut', 'ngumpul', 'jadi', 'makin', 'seru', 'kan']"
145,hal yang paling gue nikmatin adalah malem malem pulang kerja nongkrong di salah satu caf bareng temen temen sambil dengerin live music nya,"guys, yuk kita open donasi buat korban gempa di indonesia, ntar gue coba bikin link di kitabisa ya, terus nanti kita share sebanyak-banyaknya supaya banyak orang uag tergerak hatinya buat bantuin mereka!","karna ingin hidup sehat lebih lama, gue ngerencanain hari hari gue buat disiplin menerapkan pola makan yang sehat dan jadwal olahraga yang teratur.","ini pemerintah kerjaannya apa sih? jalanan rusak, banjir dimana mana, macet mulu tiap hari, gue udah banyak ngeluh dan protes..tetep aja dari dulu ga ada perubahan.","banyak bidang ilmu pengetahuan yang bisa kita pelajarin di dunia ini, gue sih suka mempelajari hal hal baru yang berhubungan sama internet, tertarik banget sama ilmu ilmu yang baru berkembang ini.","['hal', 'yang', 'paling', 'gue', 'nikmatin', 'adalah', 'malem', 'malem', 'pulang', 'kerja', 'nongkrong', 'di', 'salah', 'satu', 'caf', 'bareng', 'temen', 'temen', 'sambil', 'dengerin', 'live', 'music', 'nya']","['gue', 'nikmatin', 'malem', 'malem', 'pulang', 'kerja', 'nongkrong', 'salah', 'caf', 'bareng', 'temen', 'temen', 'dengerin', 'live', 'music']","['hal', 'yang', 'paling', 'saya', 'nikmatin', 'adalah', 'malem', 'malem', 'pulang', 'kerja', 'nongkrong', 'di', 'salah', 'satu', 'caf', 'bareng', 'temen', 'temen', 'sambil', 'dengerin', 'live', 'music', 'nya']","['hal', 'yang', 'paling', 'saya', 'nikmatin', 'adalah', 'malem', 'malem', 'pulang', 'kerja', 'nongkrong', 'di', 'salah', 'satu', 'caf', 'bareng', 'temen', 'temen', 'sambil', 'dengerin', 'live', 'music', 'nya']"
146,kata orang sih ya ga ada gue ga rame mau acara apapun itu katanya kalo gue dateng bakal jadi lebih seru suasananya,"plis, tolong sebarin ya ada info saudaranya temen gue butuh donor darah secepatnya, detail nya udah gue tulis di bawah ini ya. yuk, yuk, guys, kita bantu sebisa kita. sebarin info ini secepatnya ya!","misalkan ada dua pilihan dalam hidup, dua dua nya akan gue pertimbangkan dengan baik, sebelum gue pilih salah satunya.","misalkan nih, gue tetep kuliah di bidang ini, gue ga yakin bakal lulus dan sukses, intinya yaaa pesimis aja sih rasanya tuh.","sebenarnya banyak opsi yang bisa kita ambil buat milih destinasi liburan, asalkan kita rajin eksplor dan kreatif nentuin itinerary, pasti ga bakalan bosen cobain hal hal baru di tempat liburan itu!","['kata', 'orang', 'sih', 'ya', 'ga', 'ada', 'gue', 'ga', 'rame', 'mau', 'acara', 'apapun', 'itu', 'katanya', 'kalo', 'gue', 'dateng', 'bakal', 'jadi', 'lebih', 'seru', 'suasananya']","['orang', 'gue', 'rame', 'acara', 'apapun', 'gue', 'dateng', 'seru', 'suasananya']","['kata', 'orang', 'sih', 'ya', 'tidak', 'ada', 'saya', 'tidak', 'rame', 'mau', 'acara', 'apapun', 'itu', 'katanya', 'kalau', 'saya', 'dateng', 'bakal', 'jadi', 'lebih', 'seru', 'suasananya']","['kata', 'orang', 'sih', 'ya', 'tidak', 'ada', 'saya', 'tidak', 'rame', 'mau', 'acara', 'apa', 'itu', 'kata', 'kalau', 'saya', 'dateng', 'bakal', 'jadi', 'lebih', 'seru', 'suasana']"
147,acara gathering kantor emang seruu bangeett boleh bawa family jadi banyak orang ngumpul makin seru deeehhhh,"bersikap sopan aja sih kalo sama orang lain, apalagi sama yang baru kenal, sama orang tua, atau sama sesepuh di keluarga besar kita.","step by step itu penting, jangan sampe ada yang kelewat, bisa bahaya!","kalo lagi depresi gini tuh gue jadi makin susah mikir, mana sering lagi gue depresi nya. ","sebaiknya kita biasain jadi orang yang mau dengerin pendapat orang, eksplor ide ide dan pov orang lain, supaya jadi lebih kreatif juga. itu juga yang gue lakuin selama ini.","['acara', 'gathering', 'kantor', 'emang', 'seruu', 'bangeett', 'boleh', 'bawa', 'family', 'jadi', 'banyak', 'orang', 'ngumpul', 'makin', 'seru', 'deeehhhh']","['acara', 'gathering', 'kantor', 'emang', 'seruu', 'bangeett', 'bawa', 'family', 'orang', 'ngumpul', 'seru', 'deeehhhh']","['acara', 'gathering', 'kantor', 'emang', 'seruu', 'bangeett', 'boleh', 'bawa', 'family', 'jadi', 'banyak', 'orang', 'ngumpul', 'makin', 'seru', 'deeehhhh']","['acara', 'gathering', 'kantor', 'emang', 'seruu', 'bangeett', 'boleh', 'bawa', 'family', 'jadi', 'banyak', 'orang', 'ngumpul', 'makin', 'seru', 'deeehhhh']"
148,ngapain liburan kalo dirumah doang gak seru mending kumpul bareng temen temen bisa berenang bareng piknik di taman bareng nyobain makan di restoran baru rame rame seru kan,"gue selalu mencoba bersikap simpatik tiap ada temen yang curhat, coba dengerin permasalahan dia, siapa tau ada yang bisa gue bantu..","gue gak pernah gegabah kalo ambil keputusan, setiap langkah yang akan gue ambil pasti gue pertimbangkan dulu mateng mateng, apalagi ini soal masa depan gue.","besok bakal ada pemeriksaan hasil kerja di rapat mingguan kantor, gue pesimis banget dengan hasil kerjaan gue selama ini. kayaknya bakal dinilai jelek deh sama bos..","banyak cara buat mengasah kreativitas dan kemampuan kemampuan baru buat diri kita, termasuk juga melatih diri kita supaya jadi orang yang lebih open-minded.","['ngapain', 'liburan', 'kalo', 'dirumah', 'doang', 'gak', 'seru', 'mending', 'kumpul', 'bareng', 'temen', 'temen', 'bisa', 'berenang', 'bareng', 'piknik', 'di', 'taman', 'bareng', 'nyobain', 'makan', 'di', 'restoran', 'baru', 'rame', 'rame', 'seru', 'kan']","['ngapain', 'liburan', 'dirumah', 'doang', 'seru', 'mending', 'kumpul', 'bareng', 'temen', 'temen', 'berenang', 'bareng', 'piknik', 'taman', 'bareng', 'nyobain', 'makan', 'restoran', 'rame', 'rame', 'seru']","['ngapain', 'liburan', 'kalau', 'dirumah', 'doang', 'tidak', 'seru', 'mending', 'kumpul', 'bareng', 'temen', 'temen', 'bisa', 'berenang', 'bareng', 'piknik', 'di', 'taman', 'bareng', 'nyobain', 'makan', 'di', 'restoran', 'baru', 'rame', 'rame', 'seru', 'kan']","['ngapain', 'libur', 'kalau', 'rumah', 'doang', 'tidak', 'seru', 'mending', 'kumpul', 'bareng', 'temen', 'temen', 'bisa', 'renang', 'bareng', 'piknik', 'di', 'taman', 'bareng', 'nyobain', 'makan', 'di', 'restoran', 'baru', 'rame', 'rame', 'seru', 'kan']"
149,gue sih gak masalah kalo tiba tiba ditodong harus ngasih speech di acara gathering ato reunian gue seneng malah jadi pusat perhatian hehe,"panjang umur orang orang baik, yang gak pernah lelah bantu orang orang di sekitarnya, yang jiwa sosialnya tinggi, gue seneng gabung sama orang orang seperti kalian.","buat gue, sukses itu penting, komitmen itu penting, tujuan hidup itu penting, makanya hidup gue harus selalu tertata dan penuh perencanaan.","walaupun udah dibilangin gak usah dipikirin, gak bisa, gue tipe yang overthinking, gampang kepikiran.",travelling ke berbagai negara bisa jadi salah satu cara kita buat bikin diri kita lebih open minded lho..,"['gue', 'sih', 'gak', 'masalah', 'kalo', 'tiba', 'tiba', 'ditodong', 'harus', 'ngasih', 'speech', 'di', 'acara', 'gathering', 'ato', 'reunian', 'gue', 'seneng', 'malah', 'jadi', 'pusat', 'perhatian', 'hehe']","['gue', 'ditodong', 'ngasih', 'speech', 'acara', 'gathering', 'ato', 'reunian', 'gue', 'seneng', 'pusat', 'perhatian']","['saya', 'sih', 'tidak', 'masalah', 'kalau', 'tiba', 'tiba', 'ditodong', 'harus', 'ngasih', 'speech', 'di', 'acara', 'gathering', 'ato', 'reunian', 'saya', 'seneng', 'malah', 'jadi', 'pusat', 'perhatian', 'hehe']","['saya', 'sih', 'tidak', 'masalah', 'kalau', 'tiba', 'tiba', 'todong', 'harus', 'ngasih', 'speech', 'di', 'acara', 'gathering', 'ato', 'reuni', 'saya', 'neng', 'malah', 'jadi', 'pusat', 'perhati', 'hehe']"
150,mendingan dapet kamar hotel buat berdua sekalian deh daripada gue harus nginep sendiri di satu kamar semaleman,"jangan lupa yaaa…besok jadwal donor darah di pmi, yuk yuk yang udah pernah dan yang belum pernah, kita coba rutinkan gerakan membantu sesama.","tiap ada kerja kelompok selalu aja gue doang yang dateng tepat waktu. ya abis gimana, gue tipe yang terbiasa ngikutin jadwal dan peraturan..",apa gue yang kebanyakan ngeluh ya. tapi makin dewasa makin gampang sakit kepala sama sakit pinggang nih..,"rajin baca, nonton film film sains-dokumenter yang bermutu, dan harus rajin bertanya jangan malu-malu bertanya tentang apapun ke siapapun supaya kita lebih open minded.","['mendingan', 'dapet', 'kamar', 'hotel', 'buat', 'berdua', 'sekalian', 'deh', 'daripada', 'gue', 'harus', 'nginep', 'sendiri', 'di', 'satu', 'kamar', 'semaleman']","['mendingan', 'dapet', 'kamar', 'hotel', 'berdua', 'deh', 'gue', 'nginep', 'kamar', 'semaleman']","['mendingan', 'dapet', 'kamar', 'hotel', 'buat', 'berdua', 'sekalian', 'deh', 'daripada', 'saya', 'harus', 'menginap', 'sendiri', 'di', 'satu', 'kamar', 'semaleman']","['mending', 'dapet', 'kamar', 'hotel', 'buat', 'dua', 'sekali', 'deh', 'daripada', 'saya', 'harus', 'inap', 'sendiri', 'di', 'satu', 'kamar', 'maleman']"
151,bakal tiap hari mampir ke mall soalnya daerah tempat kos gue sepi bett dan gue ga betah yang sepi sepi kudu ada temen dan kudu ke tempat rame setiap hari,"tadi pagi hujan badai, kasian pasti orang orang yang tinggal di daerah rawan banjir kena dampaknya.",gak sia sia komitmen dan kerja keras gue buat project ini di kantor. it paids off!! sukses besar kan.,mau ngeluh ke keluarga tapi kayaknya udah kebanyakan ngeluh selama ini. harus ngeluh ke siapa lagi ya gue supaya perasaan tuh lega?,gue orang yang cukup proaktif dalam menjemput kesempatan kesempatan baru buat gue misalnya dalam dunia kerja.,"['bakal', 'tiap', 'hari', 'mampir', 'ke', 'mall', 'soalnya', 'daerah', 'tempat', 'kos', 'gue', 'sepi', 'bett', 'dan', 'gue', 'ga', 'betah', 'yang', 'sepi', 'sepi', 'kudu', 'ada', 'temen', 'dan', 'kudu', 'ke', 'tempat', 'rame', 'setiap', 'hari']","['mampir', 'mall', 'daerah', 'kos', 'gue', 'sepi', 'bett', 'gue', 'betah', 'sepi', 'sepi', 'kudu', 'temen', 'kudu', 'rame']","['bakal', 'tiap', 'hari', 'mampir', 'ke', 'mall', 'soalnya', 'daerah', 'tempat', 'kos', 'saya', 'sepi', 'bett', 'dan', 'saya', 'tidak', 'betah', 'yang', 'sepi', 'sepi', 'kudu', 'ada', 'temen', 'dan', 'kudu', 'ke', 'tempat', 'rame', 'setiap', 'hari']","['bakal', 'tiap', 'hari', 'mampir', 'ke', 'mall', 'soal', 'daerah', 'tempat', 'kos', 'saya', 'sepi', 'bett', 'dan', 'saya', 'tidak', 'betah', 'yang', 'sepi', 'sepi', 'kudu', 'ada', 'temen', 'dan', 'kudu', 'ke', 'tempat', 'rame', 'tiap', 'hari']"
